,Customer Name,Customer review
1367,M,"I used this smart watch to give it to my grandma as a gift! I set it up for her. We liked that is very easy to use. You just need to download the app “VeryFitPro” and it will do everything for you! The watch count her steps, sleep time and heart rate. It also gives get alerts if she hasn’t move in a long time. We set alarms to remind her things like her pills and she cam see income messages and calls as well. She’s very happy with it (also because it’s waterproof and she doesn’t have to take it off while watering her plants or washing dishes). I was nervous it will be difficult to use but not at all. Ps: we liked it to an iPhone"
1368,Tammi Cordell,Great for the money and lasts for a week without charging - depending on how many notifications you get
1369,Carol,I needed one that would count my steps primarily. I suffered a recent heart attack and as a part of a fitness change wanted to have something that would help me set goals. It worked perfectly. I love the clear digital screen. I haven't used the other functions yet so I can't say. The charger while seems a bit awkward to apply at first is great. I'm totally satisfied.
1370,Farooq Ahmad,This smart watch is pretty handy and works perfect for me and I use it everyday to track my daily routine.
1371,ds,"For the cost, it works great."
1372,Colton Green,This is a great smart watch for a great price it met all my expectations I highly recommend getting this watch for yourself
1373,John Leal Jr,Happy
1374,Trixy,This wristband is gray and it is already discolored. I do like app and also the watch and trackers work well. But I’m really disappointed the band is discolored and I’ve only worn this Watch for 2 weeks. Hopefully I can find a replacement band. 
1375,Kelly McNally,I bought this for my 13 year old son and he loves it!
1376,Laurie Sewell,Workd great!
1377,Antonia Vallejos,"Absolutely amazing watch, very helpful."
1378,lonelymaster,will recommend and buy again!
1379,Delcy Wells,"I like the alarm feature. It helps me wake up without waking my husband. I also like the screen as the time displays really well. Having it notify me of phone calls and texts is also super helpful. For the price, great value!"
1380,Amy N Owens,"I like all the features on it, tracks slept,steps , heartbeat,and exercises"
1381,George C. Knudsen Jr.,"Great watch, more than I excepted!"
1382,HCthatsme,I got this for my Dad for Father's Day & he's still trying to get use to it.... I thought I had purchased 1 that didn't require linking it to an app but unfortunately that wasn't the case. It's just because my Dad is in his 70's now & technology isn't really his thing. He doesn't have the patience to figure it out as I think his memory has begun to fail him so we shall see how it all works out 🙏🏼
1383,Sammie,"The watch does what is supposed to do. It is very basic and kid friendly. It can not be compared to an Apple watch or Fitbit, so if you are looking for all the bells and whistles this is not for you. It is not practical to expect this watch to have $200-400 technology. Set-up and the app was quick and easy. The accuracy is off slightly, but only a few steps. Heart rate pretty accurate. Sleep was within 5 minutes difference. I purchased three for my kids and keep track of how active they are daily. It has helped cut back on tv, computer, and gaming time because they want to hit their steps goal."
1384,Catalina,Mi hijo esta super contente con su regalo Helpful
1385,Johnny,"Keeps good time, takes a while to charge, battery goes down quickly"
1386,seble floyd,i haven't use it yet But LOVE how they protect the product & delivery🤩🤩🤩
1387,Maria,"Love the watch to count steps,hr, calories, and timer. Battery life is several days!"
1388,Monica,I’m extremely pleased with my purchase. My new watch looks high quality and it allows me to keep track of my workouts. It was very easy to set up through the app too.  One person found this helpful
1389,Sandra A. Hammerschmidt,I like that it’s waterproof
1390,CoachG,"Color: GRAYVerified Purchase The battery life lasts almost 2 weeks. Doesn’t do near what an Apple Watch does, but doesn’t cost near as much either. It’s great because it alerts you of calls and texts and tracks your steps. I would buy this way before I’d ever buy another Fitbit. One person found this helpful"
1391,Ela,Is good I like how works and is perfect to take the control of my day and my training because I use to run and go to the gym
1392,Book Bunny,Watch is great for my needs and battery lasts a long time.
1393,Ann,For several days I compared watch to phone. Watch was always thousands of steps off. I’ve always used my phone just didn’t want to carry something. I will return this.
